"","urea_x","urea_y"
"1",4550.51494395134,0.0391314815164811
"2",4549.55044311521,0.039072711146013
"3",4548.58594227908,0.0390286817607253
"4",4547.62144144295,0.0389884300471692
"5",4546.65694060682,0.0389430487218885
"6",4545.69243977069,0.0388896800078259
"7",4544.72793893456,0.0388306009712774
"8",4543.76343809843,0.0387692601273494
"9",4542.7989372623,0.0387070290346418
"10",4541.83443642617,0.0386434198437986
"11",4540.86993559004,0.0385789016575071
"12",4539.90543475391,0.0385169796668488
"13",4538.94093391779,0.038463030242025
"14",4537.97643308166,0.0384206514355227
"15",4537.01193224553,0.0383886582834914
"16",4536.0474314094,0.038361199209476
"17",4535.08293057327,0.0383307188700134
"18",4534.11842973714,0.0382909890113982
"19",4533.15392890101,0.0382381081466914
"20",4532.18942806488,0.0381695219332877
"21",4531.22492722875,0.0380825997339996
"22",4530.26042639262,0.0379743800111385
"23",4529.29592555649,0.0378427208488108
"24",4528.33142472036,0.0376883411599635
"25",4527.36692388423,0.0375166090313862
"26",4526.4024230481,0.0373373891345468
"27",4525.43792221197,0.0371625982471848
"28",4524.47342137584,0.0370029694910959
"29",4523.50892053971,0.036866489819093
"30",4522.54441970358,0.0367595592566831
"31",4521.57991886745,0.036688331506866
"32",4520.61541803132,0.036657519830933
"33",4519.65091719519,0.0366669297866924
"34",4518.68641635906,0.0367092305547365
"35",4517.72191552293,0.0367722585988493
"36",4516.7574146868,0.0368442501664245
"37",4515.79291385067,0.0369174297496337
"38",4514.82841301454,0.0369873792382255
"39",4513.86391217841,0.0370498897870878
"40",4512.89941134228,0.037099439848329
"41",4511.93491050615,0.0371306203540698
"42",4510.97040967002,0.0371410400141258
"43",4510.00590883389,0.0371327217248426
"44",4509.04140799776,0.0371117594614614
"45",4508.07690716163,0.0370866694432094
"46",4507.1124063255,0.03706625126919
"47",4506.14790548937,0.0370569790796473
"48",4505.18340465324,0.037061129068939
"49",4504.21890381711,0.0370768610117474
"50",4503.25440298098,0.0371005685721736
"51",4502.28990214485,0.0371296891242004
"52",4501.32540130872,0.0371638499142986
"53",4500.3609004726,0.0372041016278547
"54",4499.39639963647,0.0372515398550662
"55",4498.43189880034,0.0373064802375179
"56",4497.46739796421,0.0373679588476626
"57",4496.50289712808,0.0374334714793343
"58",4495.53839629195,0.0374989884706965
"59",4494.57389545582,0.0375601911124388
"60",4493.60939461969,0.0376141706191264
"61",4492.64489378356,0.0376600288945369
"62",4491.68039294743,0.037697360051494
"63",4490.7158921113,0.0377241411936522
"64",4489.75139127517,0.0377364198256947
"65",4488.78689043904,0.0377309920111467
"66",4487.82238960291,0.03770925110706
"67",4486.85788876678,0.0376789904959936
"68",4485.89338793065,0.0376524813985164
"69",4484.92888709452,0.037641860756733
"70",4483.96438625839,0.0376548395550538
"71",4482.99988542226,0.0376932100622022
"72",4482.03538458613,0.0377543795702975
"73",4481.07088375,0.0378346109527287
"74",4480.10638291387,0.0379316288870761
"75",4479.14188207774,0.0380450301019776
"76",4478.17738124161,0.0381745211902694
"77",4477.21288040548,0.0383169095506714
"78",4476.24837956935,0.0384639204908046
"79",4475.28387873322,0.038602650199023
"80",4474.31937789709,0.0387188607984183
"81",4473.35487706096,0.0388020205848912
"82",4472.39037622483,0.0388494993572234
"83",4471.4258753887,0.038867980520798
"84",4470.46137455257,0.0388710684895083
"85",4469.49687371644,0.0388738700265594
"86",4468.53237288031,0.0388865807039206
"87",4467.56787204418,0.0389098413960807
"88",4466.60337120805,0.0389348716865742
"89",4465.63887037192,0.0389486814418853
"90",4464.67436953579,0.0389420616879819
"91",4463.70986869967,0.0389153995653717
"92",4462.74536786353,0.038878999638284
"93",4461.7808670274,0.0388473609290822
"94",4460.81636619127,0.0388312601564659
"95",4459.85186535515,0.0388319790694129
"96",4458.88736451902,0.0388410389420331
"97",4457.92286368289,0.0388457404321605
"98",4456.95836284676,0.0388376117894097
"99",4455.99386201063,0.0388189108974389
"100",4455.0293611745,0.0388026684348846
"101",4454.06486033837,0.0388059617450128
"102",4453.10035950224,0.0388405807385721
"103",4452.13585866611,0.0389073119037106
"104",4451.17135782998,0.0389970094819074
"105",4450.20685699385,0.0390966201241356
"106",4449.24235615772,0.03919557855668
"107",4448.27785532159,0.0392893219275679
"108",4447.31335448546,0.0393790901327491
"109",4446.34885364933,0.0394690597556268
"110",4445.3843528132,0.0395622293912581
"111",4444.41985197707,0.0396571904236747
"112",4443.45535114094,0.0397482700237282
"113",4442.49085030481,0.0398295115464251
"114",4441.52634946868,0.0399003103027069
"115",4440.56184863255,0.0399684200019499
"116",4439.59734779642,0.0400481299654093
"117",4438.63284696029,0.0401544309885254
"118",4437.66834612416,0.0402971506853978
"119",4436.70384528803,0.0404778384899949
"120",4435.7393444519,0.0406910221189264
"121",4434.77484361577,0.0409282895495656
"122",4433.81034277964,0.0411828087110866
"123",4432.84584194351,0.0414508097792006
"124",4431.88134110738,0.0417292196081446
"125",4430.91684027125,0.0420118086363061
"126",4429.95233943512,0.0422880913723039
"127",4428.98783859899,0.0425468385615749
"128",4428.02333776286,0.0427819418418995
"129",4427.05883692673,0.0429951289585834
"130",4426.0943360906,0.0431931391210467
"131",4425.12983525447,0.0433813482635218
"132",4424.16533441835,0.043559149081136
"133",4423.20083358221,0.043720871360555
"134",4422.23633274609,0.0438617617313356
"135",4421.27183190995,0.0439846705590614
"136",4420.30733107383,0.044101461869218
"137",4419.3428302377,0.0442269110885399
"138",4418.37832940157,0.044368568764831
"139",4417.41382856544,0.0445200318208006
"140",4416.44932772931,0.0446636714123475
"141",4415.48482689318,0.0447812195647575
"142",4414.52032605705,0.0448644796241096
"143",4413.55582522092,0.044918838859831
"144",4412.59132438479,0.0449587592369167
"145",4411.62682354866,0.0449999683384846
"146",4410.66232271253,0.0450535192876059
"147",4409.6978218764,0.0451232307371019
"148",4408.73332104027,0.0452060814215254
"149",4407.76882020414,0.0452947692954255
"150",4406.80431936801,0.045382000596763
"151",4405.83981853188,0.0454645792365055
"152",4404.87531769575,0.045544780973042
"153",4403.91081685962,0.0456279817406046
"154",4402.94631602349,0.045718569567581
"155",4401.98181518736,0.0458165108843551
"156",4401.01731435123,0.0459164197294067
"157",4400.0528135151,0.0460093805358678
"158",4399.08831267897,0.0460872912550991
"159",4398.12381184284,0.046148020870433
"160",4397.15931100671,0.0461978691344976
"161",4396.19481017058,0.0462487005087474
"162",4395.23030933445,0.0463107489304273
"163",4394.26580849832,0.0463868904872942
"164",4393.30130766219,0.0464724415639515
"165",4392.33680682606,0.046560000714007
"166",4391.37230598993,0.0466442521669561
"167",4390.4078051538,0.0467232689396418
"168",4389.44330431767,0.0467970296695814
"169",4388.47880348154,0.04686569086966
"170",4387.51430264541,0.0469285401664664
"171",4386.54980180928,0.0469832311746273
"172",4385.58530097315,0.0470255690000398
"173",4384.62080013703,0.0470510500825206
"174",4383.6562993009,0.0470583700027022
"175",4382.69179846477,0.0470522084522599
